(0.0 -0.4934802200544679)
(0.1001001001001001 -0.4914380591199107)
(0.2002002002002002 -0.4853620553587481)
(0.3003003003003003 -0.475401476022823)
(0.4004004004004004 -0.46179799477041805)
(0.5005005005005005 -0.44487547110666575)
(0.6006006006006006 -0.42502647975891816)
(0.7007007007007008 -0.4026963479537147)
(0.8008008008008008 -0.37836556989738485)
(0.9009009009009009 -0.3525315152237147)
(1.001001001001001 -0.3256903319151499)
(1.1011011011011012 -0.29831987009829763)
(1.2012012012012012 -0.27086433175138586)
(1.3013013013013013 -0.24372119661287123)
(1.4014014014014016 -0.21723080192208236)
(1.5015015015015016 -0.19166877844407923)
(1.6016016016016017 -0.16724138133331254)
(1.7017017017017018 -0.1440836128261456)
(1.8018018018018018 -0.12225992209021778)
(1.9019019019019021 -0.10176718960445853)
(2.002002002002002 -0.08253965937323281)
(2.1021021021021022 -0.06445546910922677)
(2.2022022022022023 -0.04734444081668514)
(2.3023023023023024 -0.030996824910394592)
(2.4024024024024024 -0.015172732290104612)
(2.5025025025025025 0.00038796713494910443)
(2.6026026026026026 0.015955461166333392)
(2.702702702702703 0.03179967918899452)
(2.802802802802803 0.04817997938472347)
(2.902902902902903 0.06533497588663194)
(3.0030030030030033 0.08347265896328045)
(3.1031031031031033 0.10276099172135161)
(3.2032032032032034 0.12331920698886475)
(3.3033033033033035 0.14521007215258022)
(3.4034034034034035 0.1684334306668339)
(3.5035035035035036 0.19292135891740167)
(3.6036036036036037 0.21853528830534585)
(3.7037037037037037 0.24506542781380247)
(3.8038038038038042 0.2722327766032798)
(3.9039039039039043 0.29969393650855564)
(4.004004004004004 0.32704882103129906)
(4.104104104104104 0.3538512145307499)
(4.2042042042042045 0.3796219705640956)
(4.3043043043043046 0.40386446292912553)
(4.404404404404405 0.4260817308261835)
(4.504504504504505 0.4457946061160129)
(4.604604604604605 0.4625599913410916)
(4.704704704704705 0.4759883857472053)
(4.804804804804805 0.4857597433759716)
(4.904904904904905 0.49163679800064847)
(5.005005005005005 0.4934751041012924)
(5.105105105105105 0.49122921498494165)
(5.205205205205205 0.48495463659211013)
(5.305305305305305 0.4748054418736435)
(5.405405405405406 0.46102768624432505)
(5.505505505505506 0.443949008920332)
(5.605605605605606 0.42396501851289775)
(5.705705705705706 0.4015232278614746)
(5.805805805805806 0.37710541132182535)
(5.9059059059059065 0.3512093019461088)
(6.0060060060060065 0.32433052665904666)
(6.106106106106107 0.2969456007804574)
(6.206206206206207 0.2694966798622702)
(6.306306306306307 0.2423786107906703)
(6.406406406406407 0.2159286509617781)
(6.506506506506507 0.19041904941563292)
(6.606606606606607 0.16605252079656424)
(6.706706706706707 0.14296050278974876)
(6.806806806806807 0.12120397764802752)
(6.906906906906907 0.1007765621875498)
(7.007007007007007 0.08160952819992569)
(7.107107107107107 0.06357840347907005)
(7.207207207207207 0.04651081705571509)
(7.307307307307307 0.03019528365408987)
(7.407407407407407 0.014390663990589227)
(7.507507507507508 -0.0011639184451560426)
(7.6076076076076085 -0.016738884053168812)
(7.7077077077077085 -0.032603877991875516)
(7.807807807807809 -0.04901746107056084)
(7.907907907907909 -0.06621694771780486)
(8.008008008008009 -0.08440854533090796)
(8.108108108108109 -0.10375798031395536)
(8.208208208208209 -0.12438183663330757)
(8.308308308308309 -0.14633987684971472)
(8.408408408408409 -0.1696286561695108)
(8.508508508508509 -0.19417676926655117)
(8.608608608608609 -0.21984207967461614)
(8.70870870870871 -0.24641126550135442)
(8.80880880880881 -0.273601967843174)
(8.90890890890891 -0.30106774689044186)
(9.00900900900901 -0.32840593582648014)
(9.10910910910911 -0.3551683384242387)
(9.20920920920921 -0.380874550668906)
(9.30930930930931 -0.40502751115033053)
(9.40940940940941 -0.42713071339523134)
(9.50950950950951 -0.44670636121572094)
(9.60960960960961 -0.46331363093048294)
(9.70970970970971 -0.47656613558527017)
(9.80980980980981 -0.4861476762384347)
(9.90990990990991 -0.4918254193187951)
(10.01001001001001 -0.49345975655953817)
(10.11011011011011 -0.4910102785259496)
(10.21021021021021 -0.4845375120629723)
(10.31031031031031 -0.47420031927825523)
(10.41041041041041 -0.46024911122075585)
(10.51051051051051 -0.4430152726210626)
(10.61061061061061 -0.4228974056281081)
(10.710710710710712 -0.4003451643950379)
(10.810810810810812 -0.37584155748175)
(10.910910910910912 -0.34988463602472286)
(11.011011011011012 -0.32296946323130565)
(11.111111111111112 -0.29557118138102134)
(11.211211211211213 -0.26812986715057163)
(11.311311311311313 -0.24103770883186001)
(11.411411411411413 -0.21462886542486712)
(11.511511511511513 -0.18917219295308854)
(11.611611611611613 -0.164866861240868)
(11.711711711711713 -0.14184074553839746)
(11.811811811811813 -0.12015136897981951)
(11.911911911911913 -0.09978909734292962)
(12.012012012012013 -0.0806822467795639)
(12.112112112112113 -0.06270375484161171)
(12.212212212212213 -0.04567907960223308)
(12.312312312312313 -0.02939502379129807)
(12.412412412412413 -0.013609222770897659)
(12.512512512512513 0.001939920874670271)
(12.612612612612613 0.017523034318290928)
(12.712712712712714 0.033409452691074155)
(12.812812812812814 0.049856913993042096)
(12.912912912912914 0.06710140825837728)
(13.013013013013014 0.08534733653139207)
(13.113113113113114 0.104758166803767)
(13.213213213213214 0.12544781491793347)
(13.313313313313314 0.14747302257262246)
(13.413413413413414 0.1708270447697957)
(13.513513513513514 0.19543498747463373)
(13.613613613613614 0.22115114515744924)
(13.713713713713714 0.24775867037789806)
(13.813813813813814 0.2749718585389969)
(13.913913913913914 0.3024412478320855)
(14.014014014014014 0.3297616179114893)
(14.114114114114114 0.3564828253501702)
(14.214214214214214 0.38212324755563104)
(14.314314314314315 0.4061854310909862)
(14.414414414414415 0.4281733693728212)
(14.514514514514515 0.44761068400985893)
(14.614614614614615 0.46405886894947573)
(14.714714714714715 0.47713469059631625)
(14.814814814814815 0.4865258301249743)
(14.914914914914915 0.49200391138916805)
(15.015015015015017 0.49343417838248743)
