(0.0 0.0)
(0.1001001001001001 0.06640596216700329)
(0.2002002002002002 0.13147875860241087)
(0.3003003003003003 0.19392534467060935)
(0.4004004004004004 0.25253091261557276)
(0.5005005005005005 0.3061931401106162)
(0.6006006006006006 0.353950983260171)
(0.7007007007007008 0.39500680473339916)
(0.8008008008008008 0.4287410784280533)
(0.9009009009009009 0.4547193957457959)
(1.001001001001001 0.47269197548530645)
(1.1011011011011012 0.4825863128450099)
(1.2012012012012012 0.4844939628097518)
(1.3013013013013013 0.4786527178192979)
(1.4014014014014016 0.46542559763096253)
(1.5015015015015016 0.44527811923576605)
(1.6016016016016017 0.41875526401794977)
(1.7017017017017018 0.3864594225367556)
(1.8018018018018018 0.34903039350897863)
(1.9019019019019021 0.3071282641505371)
(2.002002002002002 0.2614197253253001)
(2.1021021021021022 0.21256809642340216)
(2.2022022022022023 0.1612270679318316)
(2.3023023023023024 0.10803792694601584)
(2.4024024024024024 0.053629821341453825)
(2.5025025025025025 -0.0013775523999945542)
(2.6026026026026026 -0.056369581608421315)
(2.702702702702703 -0.11073151977525203)
(2.802802802802803 -0.16384329087114774)
(2.902902902902903 -0.21507518658422584)
(3.0030030030030033 -0.26378528290672415)
(3.1031031031031033 -0.3093193145429268)
(3.2032032032032034 -0.35101361458433494)
(3.3033033033033035 -0.3882015541433698)
(3.4034034034034035 -0.42022370528942204)
(3.5035035035035036 -0.44644170646247433)
(3.6036036036036037 -0.4662555416687638)
(3.7037037037037037 -0.47912366605949064)
(3.8038038038038042 -0.4845851375140602)
(3.9039039039039043 -0.4822826661949347)
(4.004004004004004 -0.47198529309143183)
(4.104104104104104 -0.4536092756399041)
(4.2042042042042045 -0.4272357125745886)
(4.3043043043043046 -0.3931234954043848)
(4.404404404404405 -0.3517163373706128)
(4.504504504504505 -0.3036429004793123)
(4.604604604604605 -0.24970940525898713)
(4.704704704704705 -0.19088454433584187)
(4.804804804804805 -0.1282769990931158)
(4.904904904904905 -0.06310634166798139)
(5.005005005005005 0.00333144743345865)
(5.105105105105105 0.06970224135785287)
(5.205205205205205 0.13467393621886128)
(5.305305305305305 0.1969565189314075)
(5.405405405405406 0.25534003207501627)
(5.505505505505506 0.3087285846153822)
(5.605605605605606 0.3561688368664717)
(5.705705705705706 0.3968717715137006)
(5.805805805805806 0.43022701583109163)
(5.9059059059059065 0.45580946450387905)
(6.0060060060060065 0.473378428051316)
(6.106106106106107 0.4828699622981365)
(6.206206206206207 0.48438338979686424)
(6.306306306306307 0.47816328358314447)
(6.406406406406407 0.464578336211945)
(6.506506506506507 0.44409858169466654)
(6.606606606606607 0.4172723825879566)
(6.706706706706707 0.38470445384143676)
(6.806806806806807 0.3470359884143987)
(6.906906906906907 0.30492769853914914)
(7.007007007007007 0.2590463121170733)
(7.107107107107107 0.21005478542609077)
(7.207207207207207 0.1586062273016492)
(7.307307307307307 0.10534128871624635)
(7.407407407407407 0.05088856398435196)
(7.507507507507508 -0.004132618867077828)
(7.6076076076076085 -0.05910776778025078)
(7.7077077077077085 -0.11342198923652183)
(7.807807807807809 -0.166454816729224)
(7.907907907907909 -0.21757597489689692)
(8.008008008008009 -0.26614290237806754)
(8.108108108108109 -0.311500766326061)
(8.208208208208209 -0.35298556836576467)
(8.308308308308309 -0.3899307669968808)
(8.408408408408409 -0.42167762829732364)
(8.508508508508509 -0.4475892711798977)
(8.608608608608609 -0.46706810470560317)
(8.70870870870871 -0.4795760761174359)
(8.80880880880881 -0.4846568760588772)
(8.90890890890891 -0.481959001606447)
(9.00900900900901 -0.47125837970046597)
(9.10910910910911 -0.4524791245572068)
(9.20920920920921 -0.42571096148483695)
(9.30930930930931 -0.39122191007841906)
