3237
(
(0.0 ((-0.0 0 0)(0 0 -0.0)))
(0.003201680672268908 ((-3.379127325905537e-08 0 0)(0 0 -0.0)))
(0.006403361344537816 ((-1.1393200194760275e-07 0 0)(0 0 -0.0)))
(0.009605042016806724 ((-3.375775028477738e-07 0 0)(0 0 -0.0)))
(0.012806722689075631 ((-8.880731322017727e-07 0 0)(0 0 -0.0)))
(0.01600840336134454 ((-2.3841066029251063e-06 0 0)(0 0 -0.0)))
(0.019210084033613448 ((-6.008586688794783e-06 0 0)(0 0 -0.0)))
(0.022411764705882353 ((-1.5256274591632699e-05 0 0)(0 0 -0.0)))
(0.025613445378151262 ((-3.5429126489814854e-05 0 0)(0 0 -0.0)))
(0.02881512605042017 ((-7.698809121497485e-05 0 0)(0 0 -0.0)))
(0.03201680672268908 ((-0.00014812317418325365 0 0)(0 0 -0.0)))
(0.03521848739495798 ((-0.0002572244728308033 0 0)(0 0 -0.0)))
(0.038420168067226895 ((-0.0004071394888725807 0 0)(0 0 -0.0)))
(0.0416218487394958 ((-0.000599979451842098 0 0)(0 0 -0.0)))
(0.044823529411764707 ((-0.000836207413246888 0 0)(0 0 -0.0)))
(0.04802521008403362 ((-0.0011161636169100212 0 0)(0 0 -0.0)))
(0.051226890756302525 ((-0.0014399186325090342 0 0)(0 0 -0.0)))
(0.05442857142857143 ((-0.001807520276401887 0 0)(0 0 -0.0)))
(0.05763025210084034 ((-0.002218981702713733 0 0)(0 0 -0.0)))
(0.06083193277310925 ((-0.002674307104540339 0 0)(0 0 -0.0)))
(0.06403361344537815 ((-0.003173501235975996 0 0)(0 0 -0.0)))
(0.06723529411764706 ((-0.0037165618837417037 0 0)(0 0 -0.0)))
(0.07043697478991597 ((-0.004303492571891049 0 0)(0 0 -0.0)))
(0.07363865546218488 ((-0.004934290148499458 0 0)(0 0 -0.0)))
(0.07684033613445379 ((-0.005608957957474566 0 0)(0 0 -0.0)))
(0.0800420168067227 ((-0.006327492709410523 0 0)(0 0 -0.0)))
(0.0832436974789916 ((-0.00708989772183104 0 0)(0 0 -0.0)))
(0.08644537815126051 ((-0.007896169685194701 0 0)(0 0 -0.0)))
(0.08964705882352941 ((-0.008746311913161043 0 0)(0 0 -0.0)))
(0.09284873949579833 ((-0.00964032109323961 0 0)(0 0 -0.0)))
(0.09605042016806724 ((-0.010578200538523994 0 0)(0 0 -0.0)))
(0.09925210084033614 ((-0.011559946936091818 0 0)(0 0 -0.0)))
(0.10245378151260505 ((-0.012585563598953808 0 0)(0 0 -0.0)))
(0.10565546218487396 ((-0.013655047214124307 0 0)(0 0 -0.0)))
(0.10885714285714286 ((-0.014768401094601905 0 0)(0 0 -0.0)))
(0.11205882352941177 ((-0.01592562192739169 0 0)(0 0 -0.0)))
(0.11526050420168069 ((-0.017126713025490473 0 0)(0 0 -0.0)))
(0.11846218487394959 ((-0.018371671075901982 0 0)(0 0 -0.0)))
(0.1216638655462185 ((-0.019660499391622753 0 0)(0 0 -0.0)))
(0.1248655462184874 ((-0.020993194659656336 0 0)(0 0 -0.0)))
(0.1280672268907563 ((-0.02236976019299922 0 0)(0 0 -0.0)))
(0.13126890756302523 ((-0.023790192678654936 0 0)(0 0 -0.0)))
(0.13447058823529412 ((-0.025254495429619942 0 0)(0 0 -0.0)))
(0.13767226890756304 ((-0.02676266513289779 0 0)(0 0 -0.0)))
(0.14087394957983193 ((-0.02831470510148494 0 0)(0 0 -0.0)))
(0.14407563025210085 ((-0.02991061202238493 0 0)(0 0 -0.0)))
(0.14727731092436977 ((-0.03155038920859423 0 0)(0 0 -0.0)))
(0.15047899159663866 ((-0.03323403334711634 0 0)(0 0 -0.0)))
(0.15368067226890758 ((-0.03496154775094777 0 0)(0 0 -0.0)))
(0.15688235294117647 ((-0.03673292910709201 0 0)(0 0 -0.0)))
(0.1600840336134454 ((-0.03854818072854558 0 0)(0 0 -0.0)))
(0.16328571428571428 ((-0.04040729930231196 0 0)(0 0 -0.0)))
(0.1664873949579832 ((-0.04231028814138767 0 0)(0 0 -0.0)))
(0.16968907563025212 ((-0.044257143932776195 0 0)(0 0 -0.0)))
(0.17289075630252101 ((-0.046247869989474014 0 0)(0 0 -0.0)))
(0.17609243697478993 ((-0.048282462998484675 0 0)(0 0 -0.0)))
(0.17929411764705883 ((-0.05036092627280464 0 0)(0 0 -0.0)))
(0.18249579831932775 ((-0.05248325649943743 0 0)(0 0 -0.0)))
(0.18569747899159667 ((-0.05464945699137955 0 0)(0 0 -0.0)))
(0.18889915966386556 ((-0.05685952443563446 0 0)(0 0 -0.0)))
(0.19210084033613448 ((-0.05911346214519872 0 0)(0 0 -0.0)))
(0.19530252100840337 ((-0.06141126680707577 0 0)(0 0 -0.0)))
(0.1985042016806723 ((-0.06375294173426216 0 0)(0 0 -0.0)))
(0.20170588235294118 ((-0.06613848361376136 0 0)(0 0 -0.0)))
(0.2049075630252101 ((-0.06856789575856986 0 0)(0 0 -0.0)))
(0.20810924369747902 ((-0.07104117485569122 0 0)(0 0 -0.0)))
(0.2113109243697479 ((-0.07355832421812185 0 0)(0 0 -0.0)))
