10000
(
(0.0 ((0 0 0)(0.0 0.0 0.0)))
(0.0018001800180018 ((0 0 0)(1.5339341516956038 -0.015394189049605211 0.00041223482009829346)))
(0.0036003600360036 ((0 0 0)(3.0641490463964627 -0.06141527861844095 0.0032875919534329076)))
(0.0054005400540054005 ((0 0 0)(4.5869687455087 -0.13758449820868093 0.011038281164730364)))
(0.0072007200720072 ((0 0 0)(6.09880265871875 -0.24312238160606928 0.025977068853048808)))
(0.009000900090009001 ((0 0 0)(7.596185083091166 -0.3769751760133208 0.05027330519674768)))
(0.010801080108010801 ((0 0 0)(9.075811210620754 -0.5378493349786505 0.08591530357458031)))
(0.012601260126012601 ((0 0 0)(10.534568780400543 -0.7242519504823002 0.13468036025244542)))
(0.0144014401440144 ((0 0 0)(11.96956479922871 -0.9345347805744856 0.1981131359994311)))
(0.016201620162016202 ((0 0 0)(13.378147007671304 -1.1669395438029564 0.27751255985107404)))
(0.018001800180018002 ((0 0 0)(14.757920005488485 -1.4196423492647983 0.37392691368698083)))
(0.019801980198019802 ((0 0 0)(16.1067561549775 -1.6907954627285806 0.488156353069514)))
(0.021602160216021602 ((0 0 0)(17.42280154410206 -1.978565019342662 0.6207618344290481)))
(0.023402340234023402 ((0 0 0)(18.704477410588797 -2.2811637292187017 0.7720792532949015)))
(0.025202520252025202 ((0 0 0)(19.95047750581049 -2.5968780402417644 0.9422375415701016)))
(0.027002700270027002 ((0 0 0)(21.15976191883238 -2.9240895920191177 1.1311795041441617)))
(0.0288028802880288 ((0 0 0)(22.33154789358332 -3.261291098012371 1.3386842731368818)))
(0.0306030603060306 ((0 0 0)(23.465298163027523 -3.607097022882642 1.5643903986624887)))
(0.032403240324032405 ((0 0 0)(24.560707300026987 -3.9602495806880156 1.8078187577684377)))
(0.034203420342034205 ((0 0 0)(25.61768655070497 -4.319620674176079 2.06839463170257)))
(0.036003600360036005 ((0 0 0)(26.636347576653144 -4.68421043642464 2.3454684637958114)))
(0.037803780378037805 ((0 0 0)(27.61698549020248 -5.053143034948878 2.638334957948635)))
(0.039603960396039604 ((0 0 0)(28.56006152416314 -5.425660366231846 2.9462503063471095)))
(0.041404140414041404 ((0 0 0)(29.466185635184253 -5.801114215395024 3.268447442632596)))
(0.043204320432043204 ((0 0 0)(30.33609929896343 -6.1789573897924415 3.60414930328291)))
(0.045004500450045004 ((0 0 0)(31.170658716417297 -6.558734263382222 3.952580146688741)))
(0.046804680468046804 ((0 0 0)(31.970818612909348 -6.94007109590375 4.312975028378099)))
(0.048604860486048604 ((0 0 0)(32.737616777938065 -7.322666420838766 4.68458756448516)))
(0.050405040504050404 ((0 0 0)(33.47215946048065 -7.7062817313279455 5.066696136421221)))
(0.052205220522052204 ((0 0 0)(34.17560770561345 -8.090732635147965 5.458608700250825)))
(0.054005400540054004 ((0 0 0)(34.84916469120218 -8.475880599269555 5.859666366768227)))
(0.0558055805580558 ((0 0 0)(35.49406409945581 -8.861625361584638 6.269245914713948)))
(0.0576057605760576 ((0 0 0)(36.11155953701124 -9.247898051881354 6.686761391686309)))
(0.0594059405940594 ((0 0 0)(36.70291499895231 -9.634655035557453 7.1116649465048605)))
(0.0612061206120612 ((0 0 0)(37.269396356712086 -10.021872471228397 7.543447024236494)))
(0.063006300630063 ((0 0 0)(37.81226383705332 -10.409541556547051 7.981636041689355)))
(0.06480648064806481 ((0 0 0)(38.33276544912251 -10.797664424437658 8.425797647614754)))
(0.0666066606660666 ((0 0 0)(38.832131308736756 -11.18625064378803 8.875533658623185)))
(0.06840684068406841 ((0 0 0)(39.311568803379046 -11.575314273734985 9.330480749275525)))
(0.0702070207020702 ((0 0 0)(39.772258537611926 -11.964871418365957 9.790308963176278)))
