4000
(
(0 ((-6.9561828e-13 0 0)(0 0 0)))
(0.0010002501 ((-8.4967702e-13 0 0)(0 0 0)))
(0.0020005001 ((-1.0378508e-12 0 0)(0 0 0)))
(0.0030007502 ((-1.2676815e-12 0 0)(0 0 0)))
(0.0040010003 ((-1.5484604e-12 0 0)(0 0 0)))
(0.0050012503 ((-1.8913935e-12 0 0)(0 0 0)))
(0.0060015004 ((-2.3102842e-12 0 0)(0 0 0)))
(0.0070017504 ((-2.8219004e-12 0 0)(0 0 0)))
(0.0080020005 ((-3.4468531e-12 0 0)(0 0 0)))
(0.0090022506 ((-4.2102324e-12 0 0)(0 0 0)))
(0.010002501 ((-5.1426521e-12 0 0)(0 0 0)))
(0.011002751 ((-6.28157e-12 0 0)(0 0 0)))
(0.012003001 ((-7.6727367e-12 0 0)(0 0 0)))
(0.013003251 ((-9.3719492e-12 0 0)(0 0 0)))
(0.014003501 ((-1.1447544e-11 0 0)(0 0 0)))
(0.015003751 ((-1.3982767e-11 0 0)(0 0 0)))
(0.016004001 ((-1.70794e-11 0 0)(0 0 0)))
(0.017004251 ((-2.0861898e-11 0 0)(0 0 0)))
(0.018004501 ((-2.5482061e-11 0 0)(0 0 0)))
(0.019004751 ((-3.1125383e-11 0 0)(0 0 0)))
(0.020005001 ((-3.8018577e-11 0 0)(0 0 0)))
(0.021005251 ((-4.6438331e-11 0 0)(0 0 0)))
(0.022005501 ((-5.6722754e-11 0 0)(0 0 0)))
(0.023005751 ((-6.9284807e-11 0 0)(0 0 0)))
(0.024006002 ((-8.4628889e-11 0 0)(0 0 0)))
(0.025006252 ((-1.0337113e-10 0 0)(0 0 0)))
(0.026006502 ((-1.2626415e-10 0 0)(0 0 0)))
(0.027006752 ((-1.5422705e-10 0 0)(0 0 0)))
(0.028007002 ((-1.883828e-10 0 0)(0 0 0)))
(0.029007252 ((-2.3010277e-10 0 0)(0 0 0)))
(0.030007502 ((-2.8106216e-10 0 0)(0 0 0)))
(0.031007752 ((-3.4330733e-10 0 0)(0 0 0)))
(0.032008002 ((-4.1933747e-10 0 0)(0 0 0)))
(0.033008252 ((-5.1220554e-10 0 0)(0 0 0)))
(0.034008502 ((-6.2564052e-10 0 0)(0 0 0)))
(0.035008752 ((-7.6419719e-10 0 0)(0 0 0)))
(0.036009002 ((-9.3343914e-10 0 0)(0 0 0)))
(0.037009252 ((-1.140162e-09 0 0)(0 0 0)))
(0.038009502 ((-1.3926664e-09 0 0)(0 0 0)))
(0.039009752 ((-1.7010913e-09 0 0)(0 0 0)))
(0.040010003 ((-2.0778209e-09 0 0)(0 0 0)))
(0.041010253 ((-2.5379823e-09 0 0)(0 0 0)))
(0.042010503 ((-3.1000524e-09 0 0)(0 0 0)))
(0.043010753 ((-3.7865999e-09 0 0)(0 0 0)))
(0.044011003 ((-4.6251921e-09 0 0)(0 0 0)))
(0.045011253 ((-5.6495006e-09 0 0)(0 0 0)))
(0.046011503 ((-6.9006544e-09 0 0)(0 0 0)))
(0.047011753 ((-8.4288903e-09 0 0)(0 0 0)))
(0.048012003 ((-1.0295571e-08 0 0)(0 0 0)))
(0.049012253 ((-1.2575646e-08 0 0)(0 0 0)))
(0.050012503 ((-1.5360665e-08 0 0)(0 0 0)))
(0.051012753 ((-1.876245e-08 0 0)(0 0 0)))
(0.052013003 ((-2.2917584e-08 0 0)(0 0 0)))
(0.053013253 ((-2.7992895e-08 0 0)(0 0 0)))
(0.054013503 ((-3.4192152e-08 0 0)(0 0 0)))
(0.055013753 ((-4.1764243e-08 0 0)(0 0 0)))
(0.056014004 ((-5.1013163e-08 0 0)(0 0 0)))
(0.057014254 ((-6.2310213e-08 0 0)(0 0 0)))
(0.058014504 ((-7.6108895e-08 0 0)(0 0 0)))
(0.059014754 ((-9.2963102e-08 0 0)(0 0 0)))
(0.060015004 ((-1.1354934e-07 0 0)(0 0 0)))
(0.061015254 ((-1.3869383e-07 0 0)(0 0 0)))
(0.062015504 ((-1.6940564e-07 0 0)(0 0 0)))
(0.063015754 ((-2.0691712e-07 0 0)(0 0 0)))
